date,action,shares,price,gross_cost,transaction_fee,total_cost,gross_proceeds,net_proceeds
2024-10-08 10:31:00,BUY,42,222.75,9355.5,187.11,9542.61,,
2024-10-08 10:32:00,SELL,42,222.9,,187.23600000000002,,9361.800000000001,9174.564
2024-10-08 10:33:00,BUY,41,222.82,9135.619999999999,182.71239999999997,9318.3324,,
2024-10-08 10:34:00,SELL,41,222.95,,182.819,,9140.949999999999,8958.131
2024-10-08 10:35:00,BUY,39,222.97,8695.83,173.9166,8869.7466,,
2024-10-08 10:36:00,SELL,39,222.83,,173.80740000000003,,8690.37,8516.562600000001
2024-10-08 10:37:00,BUY,38,222.88,8469.44,169.3888,8638.828800000001,,
2024-10-08 10:38:00,SELL,38,222.91,,169.4116,,8470.58,8301.1684
2024-10-08 10:41:00,BUY,36,222.83,8021.88,160.4376,8182.3176,,
2024-10-08 10:46:00,SELL,36,222.73,,160.3656,,8018.28,7857.9144
2024-10-08 10:47:00,BUY,35,222.77,7796.950000000001,155.93900000000002,7952.889000000001,,
2024-10-08 10:49:00,SELL,35,222.75,,155.925,,7796.25,7640.325
2024-10-08 10:52:00,BUY,33,223.16,7364.28,147.2856,7511.5656,,
2024-10-08 10:54:00,SELL,33,223.15,,147.279,,7363.95,7216.671
2024-10-08 10:55:00,BUY,32,223.15,7140.8,142.816,7283.616,,
2024-10-08 10:56:00,SELL,32,223.23,,142.8672,,7143.36,7000.4928
2024-10-08 10:57:00,BUY,31,223.22,6919.82,138.3964,7058.216399999999,,
2024-10-08 10:59:00,SELL,31,223.13,,138.3406,,6917.03,6778.689399999999
2024-10-08 11:00:00,BUY,30,223.0,6690.0,133.8,6823.8,,
2024-10-08 11:01:00,SELL,30,223.01,,133.80599999999998,,6690.299999999999,6556.494
2024-10-08 11:02:00,BUY,29,223.0,6467.0,129.34,6596.34,,
2024-10-08 11:03:00,SELL,29,223.05,,129.36900000000003,,6468.450000000001,6339.081000000001
2024-10-08 11:04:00,BUY,27,223.11,6023.97,120.47940000000001,6144.4494,,
2024-10-08 11:05:00,SELL,27,223.25,,120.555,,6027.75,5907.195
2024-10-08 11:06:00,BUY,26,223.2,5803.2,116.064,5919.264,,
2024-10-08 11:07:00,SELL,26,223.25,,116.09,,5804.5,5688.41
2024-10-08 11:08:00,BUY,25,223.29,5582.25,111.645,5693.895,,
2024-10-08 11:09:00,SELL,25,223.35,,111.675,,5583.75,5472.075
2024-10-08 11:10:00,BUY,24,223.2,5356.799999999999,107.13599999999998,5463.936,,
2024-10-08 11:11:00,SELL,24,223.2,,107.13599999999998,,5356.799999999999,5249.663999999999
2024-10-08 11:12:00,BUY,24,223.26,5358.24,107.1648,5465.404799999999,,
2024-10-08 11:14:00,SELL,24,223.24,,107.15520000000001,,5357.76,5250.6048
2024-10-08 11:16:00,BUY,23,223.05,5130.150000000001,102.60300000000001,5232.753000000001,,
2024-10-08 11:17:00,SELL,23,223.0,,102.58,,5129.0,5026.42
2024-10-08 11:22:00,BUY,22,222.9,4903.8,98.07600000000001,5001.876,,
2024-10-08 11:23:00,SELL,22,222.78,,98.0232,,4901.16,4803.1368
2024-10-08 11:24:00,BUY,21,222.8,4678.8,93.57600000000001,4772.376,,
2024-10-08 11:28:00,SELL,21,222.87,,93.60540000000002,,4680.27,4586.6646
2024-10-08 11:29:00,BUY,20,222.9,4458.0,89.16,4547.16,,
2024-10-08 11:30:00,SELL,20,223.05,,89.22,,4461.0,4371.78
2024-10-08 11:31:00,BUY,19,223.03,4237.57,84.75139999999999,4322.3214,,
2024-10-08 11:32:00,SELL,19,223.08,,84.77040000000001,,4238.52,4153.7496
2024-10-08 11:33:00,BUY,19,223.2,4240.8,84.816,4325.616,,
2024-10-08 11:34:00,SELL,19,223.22,,84.82360000000001,,4241.18,4156.356400000001
2024-10-08 11:35:00,BUY,18,223.22,4017.96,80.3592,4098.3192,,
2024-10-08 11:36:00,SELL,18,223.25,,80.37,,4018.5,3938.13
2024-10-08 11:37:00,BUY,17,223.24,3795.08,75.9016,3870.9816,,
2024-10-08 11:38:00,SELL,17,223.22,,75.8948,,3794.74,3718.8451999999997
2024-10-08 11:41:00,BUY,17,223.14,3793.3799999999997,75.8676,3869.2475999999997,,
2024-10-08 11:44:00,SELL,17,223.18,,75.8812,,3794.06,3718.1788
2024-10-08 11:47:00,BUY,16,223.1,3569.6,71.392,3640.9919999999997,,
2024-10-08 11:49:00,SELL,16,223.15,,71.408,,3570.4,3498.992
2024-10-08 11:51:00,BUY,15,223.2,3348.0,66.96000000000001,3414.96,,
2024-10-08 11:53:00,SELL,15,223.25,,66.975,,3348.75,3281.775
2024-10-08 11:58:00,BUY,15,223.2,3348.0,66.96000000000001,3414.96,,
2024-10-08 11:59:00,SELL,15,223.18,,66.95400000000001,,3347.7000000000003,3280.746
2024-10-08 12:00:00,BUY,14,223.18,3124.52,62.4904,3187.0104,,
2024-10-08 12:01:00,SELL,14,223.23,,62.5044,,3125.22,3062.7156
2024-10-08 12:02:00,BUY,14,223.23,3125.22,62.5044,3187.7243999999996,,
2024-10-08 12:03:00,SELL,14,223.15,,62.482,,3124.1,3061.618
2024-10-08 12:04:00,BUY,13,223.25,2902.25,58.045,2960.295,,
2024-10-08 12:05:00,SELL,13,223.13,,58.0138,,2900.69,2842.6762
2024-10-08 12:07:00,BUY,13,223.15,2900.9500000000003,58.019000000000005,2958.969,,
2024-10-08 12:08:00,SELL,13,223.19,,58.029399999999995,,2901.47,2843.4406
2024-10-08 12:09:00,BUY,12,223.1995,2678.3940000000002,53.56788,2731.9618800000003,,
2024-10-08 12:10:00,SELL,12,223.1072,,53.545728,,2677.2864,2623.740672
2024-10-08 12:11:00,BUY,12,223.1,2677.2,53.544,2730.7439999999997,,
2024-10-08 12:12:00,SELL,12,223.12,,53.5488,,2677.44,2623.8912
2024-10-08 12:13:00,BUY,11,223.12,2454.32,49.086400000000005,2503.4064000000003,,
2024-10-08 12:14:00,SELL,11,223.11,,49.0842,,2454.21,2405.1258000000003
2024-10-08 12:15:00,BUY,11,223.15,2454.65,49.093,2503.743,,
2024-10-08 12:17:00,SELL,11,223.01,,49.0622,,2453.1099999999997,2404.0478
2024-10-08 12:18:00,BUY,10,223.0907,2230.907,44.618140000000004,2275.52514,,
2024-10-08 12:19:00,SELL,10,223.1,,44.62,,2231.0,2186.38
2024-10-08 12:20:00,BUY,10,223.2,2232.0,44.64,2276.64,,
2024-10-08 12:21:00,SELL,10,223.2,,44.64,,2232.0,2187.36
2024-10-08 12:23:00,BUY,10,223.23,2232.2999999999997,44.645999999999994,2276.946,,
2024-10-08 12:24:00,SELL,10,223.2,,44.64,,2232.0,2187.36
2024-10-08 12:25:00,BUY,9,223.2,2008.8,40.176,2048.976,,
2024-10-08 12:26:00,SELL,9,223.23,,40.1814,,2009.07,1968.8886
2024-10-08 12:27:00,BUY,9,223.25,2009.25,40.185,2049.435,,
2024-10-08 12:28:00,SELL,9,223.1503,,40.167054,,2008.3527,1968.185646
2024-10-08 12:30:00,BUY,9,223.22,2008.98,40.1796,2049.1596,,
2024-10-08 12:32:00,SELL,9,223.23,,40.1814,,2009.07,1968.8886
2024-10-08 12:33:00,BUY,8,223.25,1786.0,35.72,1821.72,,
2024-10-08 12:34:00,SELL,8,223.28,,35.7248,,1786.24,1750.5152
2024-10-08 12:35:00,BUY,8,223.24,1785.92,35.7184,1821.6384,,
2024-10-08 12:36:00,SELL,8,223.25,,35.72,,1786.0,1750.28
2024-10-08 12:37:00,BUY,8,223.23,1785.84,35.7168,1821.5567999999998,,
2024-10-08 12:38:00,SELL,8,223.25,,35.72,,1786.0,1750.28
2024-10-08 12:39:00,BUY,7,223.26,1562.82,31.2564,1594.0764,,
2024-10-08 12:40:00,SELL,7,223.27,,31.257800000000003,,1562.89,1531.6322
2024-10-08 12:41:00,BUY,7,223.23,1562.61,31.2522,1593.8621999999998,,
2024-10-08 12:42:00,SELL,7,223.2887,,31.260418,,1563.0209,1531.760482
2024-10-08 12:43:00,BUY,7,223.22,1562.54,31.2508,1593.7908,,
2024-10-08 12:45:00,SELL,7,223.182,,31.245479999999997,,1562.274,1531.0285199999998
2024-10-08 12:46:00,BUY,7,223.32,1563.24,31.2648,1594.5048,,
2024-10-08 12:47:00,SELL,7,223.35,,31.269000000000002,,1563.45,1532.181
2024-10-08 12:48:00,BUY,6,223.58,1341.48,26.8296,1368.3096,,
2024-10-08 12:49:00,SELL,6,223.44,,26.8128,,1340.6399999999999,1313.8272
2024-10-08 12:50:00,BUY,6,223.44,1340.6399999999999,26.8128,1367.4527999999998,,
2024-10-08 12:51:00,SELL,6,223.4122,,26.809464000000002,,1340.4732000000001,1313.6637360000002
2024-10-08 12:52:00,BUY,6,223.36,1340.16,26.803200000000004,1366.9632000000001,,
2024-10-08 12:53:00,SELL,6,223.35,,26.802,,1340.1,1313.298
2024-10-08 12:54:00,BUY,6,223.4,1340.4,26.808000000000003,1367.208,,
2024-10-08 12:55:00,SELL,6,223.4499,,26.813988,,1340.6994,1313.8854119999999
2024-10-08 12:56:00,BUY,5,223.45,1117.25,22.345,1139.595,,
2024-10-08 12:57:00,SELL,5,223.496,,22.349600000000002,,1117.48,1095.1304
2024-10-08 12:58:00,BUY,5,223.5,1117.5,22.35,1139.85,,
2024-10-08 12:59:00,SELL,5,223.4404,,22.34404,,1117.202,1094.85796
2024-10-08 13:00:00,BUY,5,223.39,1116.9499999999998,22.338999999999995,1139.2889999999998,,
2024-10-08 13:01:00,SELL,5,223.35,,22.335,,1116.75,1094.415
2024-10-08 13:02:00,BUY,5,223.32,1116.6,22.331999999999997,1138.932,,
2024-10-08 13:03:00,SELL,5,223.3,,22.330000000000002,,1116.5,1094.17
2024-10-08 13:04:00,BUY,5,223.18,1115.9,22.318,1138.218,,
2024-10-08 13:05:00,SELL,5,223.15,,22.315,,1115.75,1093.435
2024-10-08 13:06:00,BUY,4,223.143,892.572,17.85144,910.42344,,
2024-10-08 13:07:00,SELL,4,223.1,,17.848,,892.4,874.552
2024-10-08 13:08:00,BUY,4,223.15,892.6,17.852,910.452,,
2024-10-08 13:10:00,SELL,4,223.31,,17.8648,,893.24,875.3752000000001
2024-10-08 13:11:00,BUY,4,223.34,893.36,17.8672,911.2272,,
2024-10-08 13:14:00,SELL,4,223.35,,17.868,,893.4,875.5319999999999
2024-10-08 13:15:00,BUY,4,223.38,893.52,17.8704,911.3904,,
2024-10-08 13:17:00,SELL,4,223.5,,17.88,,894.0,876.12
2024-10-08 13:18:00,BUY,4,223.4955,893.982,17.87964,911.86164,,
2024-10-08 13:19:00,SELL,4,223.5,,17.88,,894.0,876.12
2024-10-08 13:20:00,BUY,4,223.4,893.6,17.872,911.472,,
2024-10-08 13:21:00,SELL,4,223.45,,17.876,,893.8,875.924
2024-10-08 13:22:00,BUY,4,223.5499,894.1996,17.883992000000003,912.0835920000001,,
2024-10-08 13:23:00,SELL,4,223.4,,17.872,,893.6,875.7280000000001
2024-10-08 13:24:00,BUY,3,223.45,670.3499999999999,13.406999999999998,683.757,,
2024-10-08 13:25:00,SELL,3,223.1105,,13.38663,,669.3315,655.94487
2024-10-08 13:26:00,BUY,3,223.29,669.87,13.397400000000001,683.2674,,
2024-10-08 13:27:00,SELL,3,223.87,,13.4322,,671.61,658.1778
2024-10-08 13:28:00,BUY,3,224.12,672.36,13.4472,685.8072,,
2024-10-08 13:29:00,SELL,3,224.25,,13.455,,672.75,659.295
2024-10-08 13:30:00,BUY,3,223.435,670.3050000000001,13.406100000000002,683.7111000000001,,
2024-10-08 13:31:00,SELL,3,223.55,,13.413000000000002,,670.6500000000001,657.2370000000001
2024-10-08 13:32:00,BUY,3,223.8146,671.4438,13.428876,684.872676,,
2024-10-08 13:33:00,SELL,3,224.13,,13.4478,,672.39,658.9422
2024-10-08 13:34:00,BUY,3,223.9799,671.9396999999999,13.438793999999998,685.3784939999999,,
2024-10-08 13:35:00,SELL,3,224.29,,13.4574,,672.87,659.4126
2024-10-08 13:36:00,BUY,3,223.98,671.9399999999999,13.438799999999999,685.3788,,
2024-10-08 13:37:00,SELL,3,224.35,,13.460999999999999,,673.05,659.5889999999999
2024-10-08 13:38:00,BUY,3,224.2,672.5999999999999,13.451999999999998,686.0519999999999,,
2024-10-08 13:39:00,SELL,3,224.3345,,13.460070000000002,,673.0035,659.5434300000001
2024-10-08 13:40:00,BUY,2,224.475,448.95,8.979,457.929,,
2024-10-08 13:41:00,SELL,2,224.315,,8.9726,,448.63,439.6574
2024-10-08 13:42:00,BUY,2,224.37,448.74,8.9748,457.7148,,
2024-10-08 13:43:00,SELL,2,224.22,,8.9688,,448.44,439.4712
2024-10-08 13:44:00,BUY,2,224.206,448.412,8.96824,457.38023999999996,,
2024-10-08 13:45:00,SELL,2,223.97,,8.9588,,447.94,438.9812
2024-10-08 13:46:00,BUY,2,224.095,448.19,8.9638,457.1538,,
2024-10-08 13:47:00,SELL,2,224.19,,8.967600000000001,,448.38,439.4124
2024-10-08 13:48:00,BUY,2,224.278,448.556,8.971119999999999,457.52711999999997,,
2024-10-08 13:49:00,SELL,2,224.37,,8.9748,,448.74,439.7652
2024-10-08 13:50:00,BUY,2,224.455,448.91,8.978200000000001,457.88820000000004,,
2024-10-08 13:51:00,SELL,2,224.595,,8.9838,,449.19,440.2062
2024-10-08 13:52:00,BUY,2,224.87,449.74,8.9948,458.7348,,
2024-10-08 13:53:00,SELL,2,225.04,,9.0016,,450.08,441.0784
2024-10-08 13:54:00,BUY,2,224.88,449.76,8.9952,458.7552,,
2024-10-08 13:55:00,SELL,2,225.0,,9.0,,450.0,441.0
2024-10-08 13:56:00,BUY,2,225.03,450.06,9.0012,459.0612,,
2024-10-08 13:57:00,SELL,2,225.04,,9.0016,,450.08,441.0784
2024-10-08 13:58:00,BUY,2,224.96,449.92,8.9984,458.9184,,
2024-10-08 13:59:00,SELL,2,225.07,,9.0028,,450.14,441.1372
2024-10-08 14:00:00,BUY,2,225.415,450.83,9.0166,459.84659999999997,,
2024-10-08 14:01:00,SELL,2,225.5301,,9.021204000000001,,451.0602,442.038996
2024-10-08 14:02:00,BUY,2,225.635,451.27,9.0254,460.2954,,
2024-10-08 14:03:00,SELL,2,225.665,,9.0266,,451.33,442.3034
2024-10-08 14:04:00,BUY,2,225.64,451.28,9.025599999999999,460.30559999999997,,
2024-10-08 14:05:00,SELL,2,225.46,,9.0184,,450.92,441.90160000000003
2024-10-08 14:06:00,BUY,1,225.41,225.41,4.5082,229.91819999999998,,
2024-10-08 14:07:00,SELL,1,225.055,,4.5011,,225.055,220.5539
2024-10-08 14:08:00,BUY,1,225.008,225.008,4.50016,229.50816,,
2024-10-08 14:09:00,SELL,1,224.9648,,4.499296,,224.9648,220.465504
2024-10-08 14:10:00,BUY,1,224.81,224.81,4.4962,229.3062,,
2024-10-08 14:11:00,SELL,1,224.95,,4.499,,224.95,220.451
2024-10-08 14:12:00,BUY,1,224.81,224.81,4.4962,229.3062,,
2024-10-08 14:13:00,SELL,1,224.755,,4.4951,,224.755,220.2599
2024-10-08 14:14:00,BUY,1,224.69,224.69,4.4938,229.1838,,
2024-10-08 14:15:00,SELL,1,224.728,,4.49456,,224.728,220.23344
2024-10-08 14:16:00,BUY,1,224.84,224.84,4.4968,229.3368,,
2024-10-08 14:17:00,SELL,1,224.8035,,4.4960700000000005,,224.8035,220.30743
2024-10-08 14:18:00,BUY,1,224.8394,224.8394,4.4967880000000005,229.33618800000002,,
2024-10-08 14:19:00,SELL,1,224.71,,4.4942,,224.71,220.2158
2024-10-08 14:20:00,BUY,1,224.69,224.69,4.4938,229.1838,,
2024-10-08 14:21:00,SELL,1,224.6,,4.492,,224.6,220.108
2024-10-08 14:22:00,BUY,1,224.6225,224.6225,4.49245,229.11495,,
2024-10-08 14:23:00,SELL,1,224.74,,4.494800000000001,,224.74,220.2452
2024-10-08 14:24:00,BUY,1,224.59,224.59,4.4918000000000005,229.08180000000002,,
2024-10-08 14:25:00,SELL,1,224.67,,4.4934,,224.67,220.17659999999998
2024-10-08 14:26:00,BUY,1,224.94,224.94,4.4988,229.4388,,
2024-10-08 14:27:00,SELL,1,224.92,,4.4984,,224.92,220.42159999999998
2024-10-08 14:28:00,BUY,1,224.98,224.98,4.4996,229.47959999999998,,
2024-10-08 14:29:00,SELL,1,224.9,,4.498,,224.9,220.40200000000002
2024-10-08 14:30:00,BUY,1,224.94,224.94,4.4988,229.4388,,
2024-10-08 14:31:00,SELL,1,224.95,,4.499,,224.95,220.451
2024-10-08 14:32:00,BUY,1,224.955,224.955,4.4991,229.4541,,
2024-10-08 14:33:00,SELL,1,224.95,,4.499,,224.95,220.451
2024-10-08 14:34:00,BUY,1,225.18,225.18,4.5036000000000005,229.6836,,
2024-10-08 14:35:00,SELL,1,225.1175,,4.50235,,225.1175,220.61515
2024-10-08 14:36:00,BUY,1,225.166711,225.166711,4.50333422,229.67004522,,
2024-10-08 14:37:00,SELL,1,225.15,,4.503,,225.15,220.647
2024-10-08 14:38:00,BUY,1,225.15,225.15,4.503,229.65300000000002,,
2024-10-08 14:39:00,SELL,1,225.21,,4.5042,,225.21,220.7058
2024-10-08 14:40:00,BUY,1,225.165,225.165,4.5033,229.6683,,
2024-10-08 14:41:00,SELL,1,225.09,,4.5018,,225.09,220.5882
2024-10-08 14:42:00,BUY,1,225.59,225.59,4.5118,230.1018,,
2024-10-08 14:43:00,SELL,1,225.69,,4.5138,,225.69,221.1762
2024-10-08 14:44:00,BUY,1,225.61,225.61,4.5122,230.12220000000002,,
2024-10-08 14:45:00,SELL,1,225.67,,4.5134,,225.67,221.1566
2024-10-08 14:46:00,BUY,1,225.89,225.89,4.5178,230.40779999999998,,
2024-10-08 14:47:00,SELL,1,225.652,,4.51304,,225.652,221.13896
2024-10-08 14:48:00,BUY,1,225.405,225.405,4.5081,229.91310000000001,,
2024-10-08 14:49:00,SELL,1,225.4291,,4.5085820000000005,,225.4291,220.92051800000002
2024-10-08 14:50:00,BUY,1,225.31,225.31,4.5062,229.8162,,
2024-10-08 14:51:00,SELL,1,225.2,,4.504,,225.2,220.696
2024-10-08 14:52:00,BUY,1,225.2013,225.2013,4.5040260000000005,229.705326,,
2024-10-08 14:53:00,SELL,1,225.16,,4.5032,,225.16,220.6568
2024-10-08 14:54:00,BUY,1,225.08,225.08,4.501600000000001,229.5816,,
2024-10-08 14:55:00,SELL,1,225.12,,4.502400000000001,,225.12,220.6176
2024-10-08 14:56:00,BUY,1,225.06,225.06,4.5012,229.5612,,
2024-10-08 14:57:00,SELL,1,224.9304,,4.498608,,224.9304,220.431792
2025-03-11 17:21:00,BUY,1,217.61,217.61,4.352200000000001,221.96220000000002,,
2025-03-11 17:22:00,SELL,1,217.63695,,4.352739000000001,,217.63695,213.284211
2025-03-13 19:38:00,BUY,1,209.41,209.41,4.1882,213.5982,,
2025-03-13 19:39:00,SELL,1,209.175,,4.1835,,209.175,204.9915
2025-04-03 19:49:00,BUY,1,201.31,201.31,4.0262,205.3362,,
2025-04-03 19:50:00,SELL,1,201.95,,4.039,,201.95,197.911
2025-04-04 10:42:00,BUY,1,194.2,194.2,3.884,198.08399999999997,,
2025-04-04 10:43:00,SELL,1,194.14,,3.8828,,194.14,190.25719999999998
2025-04-04 23:40:00,BUY,1,186.7699,186.7699,3.735398,190.505298,,
2025-04-04 23:41:00,SELL,1,186.7396,,3.734792,,186.7396,183.004808
2025-04-07 08:00:00,BUY,1,178.92,178.92,3.5784,182.49839999999998,,
2025-04-07 08:01:00,SELL,1,179.78,,3.5956,,179.78,176.1844
2025-04-08 19:07:00,BUY,1,173.23,173.23,3.4646,176.69459999999998,,
2025-04-08 19:08:00,SELL,1,173.28,,3.4656000000000002,,173.28,169.8144
